District,Year,Season,Average_Yield,Production,Sown_Extent,Harvested_Extent,avg_temp,max_temp,min_temp,total_rainfall,total_rain,rainy_days,wind_speed,evapotranspiration,pH,soil_type,zone,temp_range,rain_per_day,harvest_ratio,water_stress
GAMPAHA,1995,Yala,2331.0,5.7,2903.0,2854.0,26.5,29.68,24.38,1589.5,1589.5,176.0,14.96,669.42,4.5,Red Yellow Podzolic,Wet,5.300000000000001,8.980225988700566,0.9827823691460055,0.42088651367494495
GAMPAHA,1996,Maha,3391.0,35.3,12279.0,12227.0,25.73,29.45,23.01,1342.8,1342.8,143.0,13.43,690.58,4.5,Red Yellow Podzolic,Wet,6.439999999999998,9.325,0.9956840390879479,0.5139008781068611
GAMPAHA,1996,Yala,2885.0,3.1,1342.0,1272.0,26.41,29.41,24.32,1230.9,1230.9,171.0,15.74,670.74,4.5,Red Yellow Podzolic,Wet,5.09,7.15639534883721,0.9471332836932241,0.5444760126633655
GAMPAHA,1997,Maha,2596.0,26.1,12033.0,11802.0,26.09,30.08,23.2,1544.0,1544.0,136.0,11.49,708.06,4.5,Red Yellow Podzolic,Wet,6.879999999999999,11.27007299270073,0.9807212896792421,0.4582912621359223
GAMPAHA,1997,Yala,2902.0,5.6,2298.0,2252.0,26.76,30.04,24.46,1169.7,1169.7,175.0,14.79,711.65,4.5,Red Yellow Podzolic,Wet,5.579999999999998,6.646022727272728,0.9795563288386255,0.6078841718629879
GAMPAHA,1998,Maha,3037.0,27.9,10843.0,10785.0,26.35,29.79,23.81,1340.7,1340.7,131.0,13.78,666.65,4.5,Red Yellow Podzolic,Wet,5.98,10.156818181818181,0.9945592032460346,0.4968696429902362
GAMPAHA,1998,Yala,2014.0,2.4,1470.0,1380.0,27.58,30.9,25.3,1349.4,1349.4,176.0,15.08,729.68,4.5,Red Yellow Podzolic,Wet,5.599999999999998,7.623728813559323,0.938137321549966,0.5403436018957345
GAMPAHA,1999,Maha,3247.0,27.7,10084.0,10020.0,25.44,29.0,22.94,1327.7,1327.7,137.0,13.7,653.51,4.5,Red Yellow Podzolic,Wet,6.059999999999999,9.621014492753623,0.993554784333168,0.4918416497328215
GAMPAHA,1999,Yala,3120.0,9.5,3623.0,3585.0,26.04,28.83,24.02,1399.6,1399.6,172.0,16.11,651.05,4.5,Red Yellow Podzolic,Wet,4.809999999999999,8.090173410404624,0.9892384105960265,0.4648364986434385
GAMPAHA,2000,Maha,3253.0,24.7,8981.0,8936.0,25.55,28.97,23.08,1177.2,1177.2,140.0,13.85,655.54,4.5,Red Yellow Podzolic,Wet,5.890000000000001,8.348936170212767,0.9948786461812514,0.5563911050755389
GAMPAHA,2000,Maha,3253.0,24.7,12450.0,8936.0,25.55,28.97,23.08,1177.2,1177.2,140.0,13.85,655.54,4.5,Red Yellow Podzolic,Wet,5.890000000000001,8.348936170212767,0.7176933579632158,0.5563911050755389
GAMPAHA,2000,Maha,3253.0,24.7,8981.0,12356.0,25.55,28.97,23.08,1177.2,1177.2,140.0,13.85,655.54,4.5,Red Yellow Podzolic,Wet,5.890000000000001,8.348936170212767,1.3756401692273437,0.5563911050755389
GAMPAHA,2000,Maha,3253.0,24.7,12450.0,12356.0,25.55,28.97,23.08,1177.2,1177.2,140.0,13.85,655.54,4.5,Red Yellow Podzolic,Wet,5.890000000000001,8.348936170212767,0.9923700907557625,0.5563911050755389
GAMPAHA,2000,Maha,3751.0,24.7,8981.0,8936.0,25.55,28.97,23.08,1177.2,1177.2,140.0,13.85,655.54,4.5,Red Yellow Podzolic,Wet,5.890000000000001,8.348936170212767,0.9948786461812514,0.5563911050755389
GAMPAHA,2000,Maha,3751.0,24.7,12450.0,8936.0,25.55,28.97,23.08,1177.2,1177.2,140.0,13.85,655.54,4.5,Red Yellow Podzolic,Wet,5.890000000000001,8.348936170212767,0.7176933579632158,0.5563911050755389
GAMPAHA,2000,Maha,3751.0,24.7,8981.0,12356.0,25.55,28.97,23.08,1177.2,1177.2,140.0,13.85,655.54,4.5,Red Yellow Podzolic,Wet,5.890000000000001,8.348936170212767,1.3756401692273437,0.5563911050755389
GAMPAHA,2000,Maha,3751.0,24.7,12450.0,12356.0,25.55,28.97,23.08,1177.2,1177.2,140.0,13.85,655.54,4.5,Red Yellow Podzolic,Wet,5.890000000000001,8.348936170212767,0.9923700907557625,0.5563911050755389
GAMPAHA,2000,Yala,2770.0,4.5,1931.0,1904.0,26.25,29.09,24.2,1263.4,1263.4,174.0,15.77,655.12,4.5,Red Yellow Podzolic,Wet,4.890000000000001,7.219428571428572,0.9855072463768116,0.5181271749446378
GAMPAHA,2001,Maha,3499.0,28.4,9553.0,9542.0,25.61,29.01,23.05,1010.4,1010.4,144.0,13.16,653.03,4.5,Red Yellow Podzolic,Wet,5.960000000000001,6.968275862068966,0.9987439815783965,0.6456693691912201
GAMPAHA,2001,Yala,2810.0,3.2,1356.0,1347.0,26.55,29.56,24.38,1222.4,1222.4,177.0,15.29,686.12,4.5,Red Yellow Podzolic,Wet,5.18,6.867415730337079,0.9926308032424466,0.5608304724538172
GAMPAHA,2002,Maha,3251.0,27.7,10519.0,9994.0,26.07,29.77,23.33,1277.9,1277.9,138.0,12.83,686.83,4.5,Red Yellow Podzolic,Wet,6.440000000000001,9.193525179856115,0.95,0.5370474626632262
GAMPAHA,2002,Yala,2817.0,4.0,1727.0,1640.0,26.68,29.81,24.5,1272.8,1272.8,176.0,15.13,692.26,4.5,Red Yellow Podzolic,Wet,5.309999999999999,7.190960451977401,0.9490740740740741,0.5434605118542942
GAMPAHA,2003,Maha,3245.0,26.3,9727.0,9526.0,26.04,29.75,23.37,1097.6,1097.6,128.0,13.24,680.98,4.5,Red Yellow Podzolic,Wet,6.379999999999999,8.508527131782945,0.979235197368421,0.6198616420899327
GAMPAHA,2003,Yala,2459.0,9.2,4770.0,4388.0,26.57,29.65,24.45,1462.3,1462.3,176.0,14.67,659.66,4.5,Red Yellow Podzolic,Wet,5.199999999999999,8.261581920903955,0.9197233284426745,0.4508029795667327
GAMPAHA,2004,Maha,3408.0,29.5,10173.0,10170.0,26.28,30.22,23.52,1520.7,1520.7,142.0,13.02,694.44,4.5,Red Yellow Podzolic,Wet,6.699999999999999,10.634265734265735,0.9996068409671712,0.45635802063481634
GAMPAHA,2004,Yala,2825.0,4.3,1789.0,1784.0,26.58,29.59,24.53,1335.3,1335.3,178.0,15.91,664.7,4.5,Red Yellow Podzolic,Wet,5.059999999999999,7.459776536312849,0.9966480446927374,0.49741824440619625
GAMPAHA,2005,Maha,3603.0,29.9,9835.0,9753.0,25.83,29.27,23.33,1251.1,1251.1,127.0,13.79,649.28,4.5,Red Yellow Podzolic,Wet,5.940000000000001,9.77421875,0.9915616104107361,0.5185528312435109
GAMPAHA,2005,Yala,2741.0,7.9,3487.0,3408.0,26.67,29.66,24.58,1146.6,1146.6,178.0,14.49,677.94,4.5,Red Yellow Podzolic,Wet,5.080000000000002,6.4055865921787705,0.9770642201834863,0.5907459044963402
GAMPAHA,2006,Maha,3134.0,21.6,8402.0,8091.0,25.82,29.5,23.27,2005.4,2005.4,138.0,13.53,653.78,4.5,Red Yellow Podzolic,Wet,6.23,14.427338129496404,0.9628704034273474,0.325847288676236
GAMPAHA,2006,Yala,2659.0,2.5,1158.0,1102.0,26.49,29.38,24.43,1204.2,1204.2,171.0,14.98,669.33,4.5,Red Yellow Podzolic,Wet,4.949999999999999,7.001162790697674,0.9508196721311475,0.5553684035844674
GAMPAHA,2007,Maha,3495.0,27.7,9360.0,9328.0,25.98,29.67,23.22,944.3,944.3,119.0,13.64,683.73,4.5,Red Yellow Podzolic,Wet,6.450000000000003,7.869166666666667,0.9964747356051704,0.7232941923198984
GAMPAHA,2007,Yala,3656.0,7.4,2407.0,2395.0,26.69,29.83,24.57,1556.2,1556.2,168.0,14.55,673.38,4.5,Red Yellow Podzolic,Wet,5.259999999999998,9.20828402366864,0.9946013289036545,0.43243000256871306
GAMPAHA,2008,Maha,3353.0,30.4,10826.0,10678.0,25.84,29.36,23.15,1191.1,1191.1,136.0,12.5,675.34,4.5,Red Yellow Podzolic,Wet,6.210000000000001,8.694160583941605,0.9862381084326222,0.5665128764365406
GAMPAHA,2008,Yala,3243.0,20.6,7501.0,7470.0,25.96,28.79,24.1,1792.9,1792.9,182.0,14.52,621.24,4.5,Red Yellow Podzolic,Wet,4.689999999999998,9.797267759562843,0.9957344708077845,0.34630692903729304
GAMPAHA,2009,Maha,3451.0,36.6,12534.0,12464.0,26.08,29.81,23.3,1227.0,1227.0,132.0,13.14,693.8,4.5,Red Yellow Podzolic,Wet,6.509999999999998,9.225563909774436,0.9943358595931392,0.5649837133550488
GAMPAHA,2009,Yala,3390.0,23.3,8106.0,8095.0,26.57,29.49,24.56,1302.8,1302.8,181.0,15.19,663.43,4.5,Red Yellow Podzolic,Wet,4.93,7.158241758241758,0.9985197977056864,0.508843380886639
GAMPAHA,2010,Maha,3061.0,33.9,13041.0,13032.0,25.91,29.18,23.55,1462.0,1462.0,141.0,13.67,627.93,4.5,Red Yellow Podzolic,Wet,5.629999999999999,10.295774647887324,0.9992332464345959,0.42920710868079287
GAMPAHA,2010,Yala,3687.0,24.5,7828.0,7810.0,26.9,29.9,24.91,1474.7,1474.7,175.0,14.83,659.09,4.5,Red Yellow Podzolic,Wet,4.989999999999998,8.378977272727273,0.9975731255588197,0.44662871857423597
GAMPAHA,2011,Maha,3453.0,30.3,10333.0,10333.0,25.57,28.75,23.24,1296.1,1296.1,144.0,14.16,612.0,4.5,Red Yellow Podzolic,Wet,5.510000000000002,8.938620689655172,0.9999032320495452,0.471821756225426
GAMPAHA,2011,Yala,3415.0,15.8,5461.0,5449.0,26.42,29.39,24.39,1183.3,1183.3,178.0,15.23,675.18,4.5,Red Yellow Podzolic,Wet,5.0,6.610614525139664,0.9976199194434273,0.5701089251034366
GAMPAHA,2012,Maha,3750.0,35.5,11176.0,11153.0,25.91,29.49,23.31,1411.7,1411.7,132.0,12.43,661.18,4.5,Red Yellow Podzolic,Wet,6.18,10.614285714285714,0.997852733291581,0.46802576626318393
GAMPAHA,2012,Yala,3258.0,9.9,3571.0,3558.0,26.59,29.44,24.51,1010.5,1010.5,172.0,15.63,687.82,4.5,Red Yellow Podzolic,Wet,4.93,5.841040462427745,0.996080627099664,0.68
GAMPAHA,2013,Maha,3188.0,28.8,10646.0,10636.0,25.79,29.11,23.29,1053.7,1053.7,127.0,14.53,660.03,4.5,Red Yellow Podzolic,Wet,5.82,8.23203125,0.9989668451206912,0.6257988053474921
GAMPAHA,2013,Yala,2934.0,11.8,4813.0,4713.0,26.47,29.21,24.5,1430.3,1430.3,177.0,15.13,655.76,4.5,Red Yellow Podzolic,Wet,4.710000000000001,8.035393258426966,0.9790195263813877,0.4581569202822609
GAMPAHA,2014,Maha,3594.0,33.5,11154.0,10974.0,25.96,29.52,23.43,1565.9,1565.9,142.0,13.32,651.58,4.5,Red Yellow Podzolic,Wet,6.09,10.95034965034965,0.9837740923352757,0.4158401940136575
GAMPAHA,2014,Yala,3179.0,13.5,5171.0,5012.0,27.02,30.16,24.81,1124.6,1124.6,172.0,14.89,702.07,4.5,Red Yellow Podzolic,Wet,5.350000000000001,6.50057803468208,0.9690641918020109,0.6237295664534471
GAMPAHA,2015,Maha,3849.0,32.66,9989.0,9983.0,26.18,29.75,23.65,1679.1,1679.1,137.0,12.42,653.62,4.5,Red Yellow Podzolic,Wet,6.100000000000001,12.167391304347825,0.9992992992992993,0.38903636688292365
GAMPAHA,2015,Yala,3252.0,12.6,4592.0,4576.0,26.82,29.87,24.65,1248.8,1248.8,177.0,14.36,699.43,4.5,Red Yellow Podzolic,Wet,5.220000000000002,7.015730337078652,0.9962987154365338,0.5596335413666187
GAMPAHA,2016,Maha,3340.0,14.19,7932.0,4998.0,26.61,30.29,23.82,669.3,669.3,128.0,13.73,734.09,4.5,Red Yellow Podzolic,Wet,6.469999999999999,5.188372093023255,0.6300264717004916,1.0951663434283159
GAMPAHA,2016,Yala,2703.0,4.31,1903.0,1875.0,27.39,30.42,25.24,1454.4,1454.4,176.0,15.54,711.18,4.5,Red Yellow Podzolic,Wet,5.180000000000003,8.216949152542373,0.9847689075630253,0.48864916861343954
GAMPAHA,2017,Maha,3782.0,33.81,10648.0,10516.0,25.89,30.33,22.8,1538.9,1538.9,139.0,14.39,672.83,4.5,Red Yellow Podzolic,Wet,7.529999999999998,10.992142857142857,0.9875105643722415,0.4369309695434769
GAMPAHA,2017,Yala,2672.0,5.9,2728.0,2596.0,26.63,30.08,24.06,1715.3,1715.3,183.0,14.66,658.75,4.5,Red Yellow Podzolic,Wet,6.02,9.322282608695652,0.9512641993404177,0.3838198450154402
GAMPAHA,2018,Maha,3717.0,31.88,10344.0,10091.0,26.08,30.85,22.72,1331.7,1331.7,138.0,13.53,711.59,4.5,Red Yellow Podzolic,Wet,8.130000000000003,9.580575539568345,0.9754470758820686,0.5339461244090943
GAMPAHA,2018,Yala,3210.0,15.74,6163.0,5766.0,26.29,29.82,23.88,1747.6,1747.6,181.0,15.24,644.44,4.5,Red Yellow Podzolic,Wet,5.940000000000001,9.602197802197802,0.9354315379623621,0.36854626558389575
GAMPAHA,2019,Maha,4240.0,34.46,9714.0,9563.0,26.04,30.54,22.99,1880.4,1880.4,160.0,13.1,662.73,4.5,Red Yellow Podzolic,Wet,7.550000000000001,11.679503105590063,0.9843540916109109,0.3522536409057085
GAMPAHA,2019,Yala,3250.0,11.56,5500.0,4183.0,27.08,30.91,24.3,1479.5,1479.5,174.0,14.91,695.26,4.5,Red Yellow Podzolic,Wet,6.609999999999999,8.454285714285714,0.760407198691147,0.46961161769672405
GAMPAHA,2020,Yala,3445.0,29.28,10444.0,10000.0,27.1,31.02,24.35,1602.4,1602.4,180.0,14.3,695.87,4.5,Red Yellow Podzolic,Wet,6.669999999999998,8.853038674033149,0.9573958831977023,0.4339965074217288
GAMPAHA,2021,Maha,2842.0,27.06,11511.0,11202.0,25.82,30.09,22.9,1646.0,1646.0,155.0,13.82,650.67,4.5,Red Yellow Podzolic,Wet,7.190000000000001,10.551282051282051,0.9730715774843641,0.395063752276867
GAMPAHA,2021,Yala,2991.0,21.59,9954.0,8492.0,26.47,30.16,23.88,1899.3,1899.3,179.0,14.48,660.12,4.5,Red Yellow Podzolic,Wet,6.280000000000001,10.551666666666666,0.8530386740331491,0.3473767299900016
GAMPAHA,2022,Maha,3453.0,35.91,12348.0,12249.0,25.73,30.52,22.38,1261.8,1261.8,163.0,14.35,701.63,4.5,Red Yellow Podzolic,Wet,8.14,7.69390243902439,0.9919021783140335,0.5556145074437757
GAMPAHA,2022,Yala,2493.0,20.84,9850.0,9836.0,26.29,30.16,23.59,1693.7,1693.7,181.0,15.71,680.77,4.5,Red Yellow Podzolic,Wet,6.57,9.306043956043956,0.9984773119480256,0.40170531657520503
GAMPAHA,2023,Maha,3159.0,27.94,10634.0,10406.0,25.51,30.14,22.57,2400.2,2400.2,159.0,13.67,640.68,4.5,Red Yellow Podzolic,Wet,7.57,15.001249999999999,0.9784673248707099,0.2668165917041479
GAMPAHA,2023,Yala,2557.0,18.4,8660.0,8467.0,26.58,30.75,23.66,1349.2,1349.2,183.0,14.64,732.55,4.5,Red Yellow Podzolic,Wet,7.09,7.3326086956521745,0.9776007389446946,0.5425492519626721
GAMPAHA,2024,Maha,3302.0,27.81,9926.0,9909.0,26.19,30.82,22.98,1605.4,1605.4,153.0,14.39,701.01,4.5,Red Yellow Podzolic,Wet,7.84,10.424675324675325,0.9981867633726201,0.4363857071713147
GAMPAHA,2024,Yala,2831.0,13.79,6017.0,5732.0,27.13,31.47,24.1,2025.6,2025.6,174.0,15.53,729.98,4.5,Red Yellow Podzolic,Wet,7.369999999999997,11.574857142857143,0.9524759056164839,0.36019934866278497
GAMPAHA,2025,Yala,3129.170523709204,18.7,7036.681962452414,7030.6116709044045,26.38,30.6,23.38,1699.0,1699.0,175.0,15.15,714.58,4.5,Red Yellow Podzolic,Wet,7.220000000000002,9.653409090909092,0.998995366430917,0.4203411764705883
HAMBANTOTA,1979,Maha,3538.0,30.3,16079.0,15680.0,26.29,29.48,24.07,760.8,760.8,131.0,16.93,733.55,6.5,Reddish Brown Earth,Dry,5.41,5.763636363636364,0.9751243781094527,0.9629167760567078
HAMBANTOTA,1979,Yala,3763.0,30.6,9572.0,9280.0,28.35,32.32,25.58,168.1,168.1,121.0,23.55,988.52,6.5,Reddish Brown Earth,Dry,6.740000000000002,1.3778688524590164,0.9693930847174345,5.845771732702543
HAMBANTOTA,1980,Maha,3947.0,35.6,18448.0,18303.0,26.69,30.28,23.98,375.1,375.1,96.0,17.68,839.14,6.5,Reddish Brown Earth,Dry,6.300000000000001,3.8670103092783505,0.9920862919399426,2.2311619250199413
HAMBANTOTA,1980,Yala,3588.0,41.2,13262.0,13117.0,28.07,31.79,25.46,229.2,229.2,120.0,23.07,945.49,6.5,Reddish Brown Earth,Dry,6.329999999999998,1.8942148760330577,0.9889919324436403,4.107254561251087
HAMBANTOTA,1981,Maha,3726.0,37.4,17967.0,16662.0,26.65,30.44,23.75,335.3,335.3,92.0,18.18,855.26,6.5,Reddish Brown Earth,Dry,6.690000000000001,3.6053763440860216,0.9273152270703473,2.543146000594707
HAMBANTOTA,1981,Yala,3491.0,39.8,13135.0,13043.0,27.93,31.58,25.44,244.5,244.5,124.0,22.99,926.34,6.5,Reddish Brown Earth,Dry,6.139999999999997,1.956,0.9929202192448234,3.773279022403259
HAMBANTOTA,1982,Maha,4280.0,35.9,19738.0,19648.0,26.47,30.02,23.88,561.7,561.7,108.0,18.69,807.92,6.5,Reddish Brown Earth,Dry,6.140000000000001,5.153211009174313,0.9953898373777801,1.4357917185000886
HAMBANTOTA,1982,Yala,3948.0,48.3,14119.0,13991.0,27.75,31.38,25.25,345.9,345.9,147.0,22.31,900.52,6.5,Reddish Brown Earth,Dry,6.129999999999999,2.337162162162162,0.9908640226628895,2.5959066013260306
HAMBANTOTA,1983,Maha,4116.0,70.4,19527.0,19498.0,26.65,30.14,24.06,363.6,363.6,111.0,18.02,806.36,6.5,Reddish Brown Earth,Dry,6.080000000000002,3.2464285714285714,0.9984637443670626,2.211629182665935
HAMBANTOTA,1983,Yala,4222.0,40.2,11780.0,10884.0,28.52,32.32,25.82,172.0,172.0,126.0,22.84,960.64,6.5,Reddish Brown Earth,Dry,6.5,1.3543307086614174,0.923860453272218,5.552832369942196
HAMBANTOTA,1984,Maha,4586.0,66.1,17646.0,17460.0,26.16,29.34,23.81,740.4,740.4,138.0,16.63,739.13,6.5,Reddish Brown Earth,Dry,5.530000000000001,5.326618705035971,0.9894032980109934,0.996938224979768
HAMBANTOTA,1984,Yala,3347.0,45.8,16556.0,15650.0,27.15,30.39,24.89,378.8,378.8,130.0,22.67,872.76,6.5,Reddish Brown Earth,Dry,5.5,2.8916030534351145,0.945219544603491,2.297946287519747
HAMBANTOTA,1985,Maha,4194.0,71.6,19542.0,19502.0,26.07,29.23,23.83,802.0,802.0,138.0,17.89,734.9,6.5,Reddish Brown Earth,Dry,5.400000000000002,5.76978417266187,0.997902062119429,0.9151930261519302
HAMBANTOTA,1985,Yala,3930.0,43.3,12592.0,12580.0,27.32,30.6,25.05,248.0,248.0,143.0,23.57,874.77,6.5,Reddish Brown Earth,Dry,5.550000000000001,1.7222222222222223,0.9989676804573969,3.513132530120482
HAMBANTOTA,1986,Maha,4302.0,67.2,19602.0,17848.0,26.61,30.05,24.11,406.4,406.4,130.0,19.2,802.11,6.5,Reddish Brown Earth,Dry,5.940000000000001,3.1022900763358776,0.9104728868030404,1.9688512518409427
HAMBANTOTA,1986,Yala,4026.0,52.9,15326.0,15012.0,27.46,30.84,25.11,303.9,303.9,122.0,23.11,894.01,6.5,Reddish Brown Earth,Dry,5.73,2.470731707317073,0.9794480328831474,2.932141685798623
HAMBANTOTA,1987,Maha,4853.0,95.6,22520.0,22499.0,26.82,30.09,24.42,623.9,623.9,113.0,17.15,769.93,6.5,Reddish Brown Earth,Dry,5.669999999999998,5.472807017543859,0.999023133963856,1.2320851336213794
HAMBANTOTA,1987,Yala,4261.0,29.9,8660.68,8029.0,28.05,31.49,25.58,364.7,364.7,128.0,21.63,910.24,6.5,Reddish Brown Earth,Dry,5.91,2.8271317829457363,0.9269564333939836,2.4890347279190594
HAMBANTOTA,1988,Maha,4321.0,84.1,22227.0,22227.0,26.81,30.23,24.27,402.0,402.0,118.0,17.79,800.04,6.5,Reddish Brown Earth,Dry,5.960000000000001,3.3781512605042017,0.9999550116969588,1.9852109181141437
HAMBANTOTA,1988,Yala,4351.0,52.3,13741.0,13741.0,27.74,30.94,25.6,432.0,432.0,144.0,22.56,830.29,6.5,Reddish Brown Earth,Dry,5.34,2.9793103448275864,0.9999272303885898,1.9175288683602771
HAMBANTOTA,1989,Maha,4179.0,65.5,18392.0,17922.0,26.66,30.26,23.95,373.6,373.6,97.0,19.41,832.14,6.5,Reddish Brown Earth,Dry,6.310000000000002,3.812244897959184,0.9743924319034415,2.221409503470368
HAMBANTOTA,1989,Yala,4274.0,57.9,15591.0,15489.0,27.52,31.09,25.07,243.8,243.8,124.0,23.81,904.04,6.5,Reddish Brown Earth,Dry,6.02,1.9504000000000001,0.9933940482298614,3.69297385620915
HAMBANTOTA,1990,Maha,4455.0,67.0,17635.0,17151.0,26.75,30.26,24.2,627.5,627.5,121.0,18.88,804.88,6.5,Reddish Brown Earth,Dry,6.060000000000002,5.14344262295082,0.9724994329779996,1.2806364359586317
HAMBANTOTA,1990,Yala,4796.0,54.9,13592.0,13087.0,27.88,31.45,25.47,248.6,248.6,129.0,23.61,910.4,6.5,Reddish Brown Earth,Dry,5.98,1.9123076923076923,0.9627749576988156,3.6474358974358974
HAMBANTOTA,1991,Maha,4637.0,87.0,21537.0,21427.0,26.53,30.0,23.94,422.0,422.0,113.0,19.65,800.89,6.5,Reddish Brown Earth,Dry,6.059999999999999,3.7017543859649122,0.9948463181353886,1.8933569739952718
HAMBANTOTA,1991,Yala,3477.0,42.1,13839.0,13839.0,28.03,31.53,25.56,304.0,304.0,138.0,22.6,906.22,6.5,Reddish Brown Earth,Dry,5.970000000000002,2.1870503597122304,0.9999277456647399,2.9712131147540983
HAMBANTOTA,1992,Maha,4703.0,89.4,22085.0,21731.0,26.45,29.96,23.85,376.5,376.5,96.0,20.17,824.05,6.5,Reddish Brown Earth,Dry,6.109999999999999,3.881443298969072,0.9839264692565426,2.1829139072847683
HAMBANTOTA,1992,Yala,3763.0,32.6,12095.0,9900.0,27.97,31.82,25.29,206.3,206.3,101.0,24.15,962.99,6.5,Reddish Brown Earth,Dry,6.530000000000001,2.022549019607843,0.8184523809523809,4.64539315002412
HAMBANTOTA,1993,Maha,4048.0,81.6,23167.0,23024.0,26.39,29.75,23.95,601.9,601.9,124.0,18.11,773.53,6.5,Reddish Brown Earth,Dry,5.800000000000001,4.8152,0.9937845303867403,1.2830154254436887
HAMBANTOTA,1993,Yala,4586.0,46.8,11691.0,11667.0,27.76,31.37,25.23,256.9,256.9,114.0,23.49,912.92,6.5,Reddish Brown Earth,Dry,6.140000000000001,2.233913043478261,0.9978617858364693,3.539821636293137
HAMBANTOTA,1994,Maha,3953.0,78.0,22545.0,22545.0,25.85,28.7,23.85,855.2,855.2,136.0,16.99,679.44,6.5,Reddish Brown Earth,Dry,4.849999999999998,6.242335766423358,0.9999556462343653,0.7935529081990189
HAMBANTOTA,1994,Yala,3875.0,62.1,18346.45,18321.0,27.38,30.57,25.1,356.0,356.0,137.0,22.88,866.27,6.5,Reddish Brown Earth,Dry,5.469999999999999,2.579710144927536,0.9985583827725378,2.426526610644258
HAMBANTOTA,1995,Maha,3893.0,70.9,20826.0,20804.0,26.8,30.32,24.25,236.7,236.7,106.0,20.09,830.37,6.5,Reddish Brown Earth,Dry,6.07,2.2121495327102805,0.9988956642819418,3.493352965923433
HAMBANTOTA,1995,Yala,3927.0,64.0,18654.0,18634.0,27.58,30.95,25.24,425.6,425.6,136.0,22.91,883.9,6.5,Reddish Brown Earth,Dry,5.710000000000001,3.1065693430656935,0.998874296435272,2.071964369432724
HAMBANTOTA,1996,Maha,3995.0,64.3,18385.0,18383.0,26.7,30.34,24.07,388.7,388.7,125.0,19.63,823.09,6.5,Reddish Brown Earth,Dry,6.27,3.0849206349206346,0.9998368323724574,2.112111880934052
HAMBANTOTA,1996,Yala,4066.0,51.2,14418.0,14400.0,27.5,30.92,25.14,449.8,449.8,139.0,23.02,878.23,6.5,Reddish Brown Earth,Dry,5.780000000000001,3.212857142857143,0.9986822941951592,1.948158828748891
HAMBANTOTA,1997,Maha,3761.0,80.9,24648.0,24573.0,26.5,29.84,24.04,833.8,833.8,130.0,16.4,765.04,6.5,Reddish Brown Earth,Dry,5.800000000000001,6.364885496183206,0.9969167106170636,0.916435074269286
HAMBANTOTA,1997,Yala,3886.0,51.5,15308.0,15155.0,27.79,31.34,25.29,313.6,313.6,138.0,21.48,894.76,6.5,Reddish Brown Earth,Dry,6.050000000000001,2.2561151079136694,0.9899405578417924,2.8441195168467894
HAMBANTOTA,1998,Maha,4106.0,84.1,23407.0,23395.0,26.94,30.26,24.53,548.7,548.7,111.0,19.42,794.68,6.5,Reddish Brown Earth,Dry,5.73,4.899107142857143,0.9994446343130554,1.445661269783518
HAMBANTOTA,1998,Yala,4366.0,70.1,18788.0,18336.0,28.51,32.02,25.99,249.9,249.9,118.0,23.16,942.55,6.5,Reddish Brown Earth,Dry,6.030000000000005,2.1,0.9758901484911384,3.756675966520526
HAMBANTOTA,1999,Maha,4354.0,74.0,20368.0,19553.0,26.15,29.3,23.89,587.2,587.2,132.0,18.0,731.53,6.5,Reddish Brown Earth,Dry,5.41,4.415037593984962,0.9599391231773774,1.2436756205372321
HAMBANTOTA,1999,Yala,3809.0,65.4,20667.0,19608.0,27.5,31.01,25.06,222.2,222.2,120.0,25.15,924.61,6.5,Reddish Brown Earth,Dry,5.950000000000003,1.8363636363636362,0.9487129862589511,4.142517921146954
HAMBANTOTA,2000,Maha,4680.0,58.0,14339.0,14212.0,26.27,29.38,24.02,671.9,671.9,136.0,17.44,733.38,6.5,Reddish Brown Earth,Dry,5.359999999999999,4.904379562043795,0.991073919107392,1.0898796255015604
HAMBANTOTA,2000,Maha,4680.0,58.0,34912.0,14212.0,26.27,29.38,24.02,671.9,671.9,136.0,17.44,733.38,6.5,Reddish Brown Earth,Dry,5.359999999999999,4.904379562043795,0.4070690000859279,1.0898796255015604
HAMBANTOTA,2000,Maha,4680.0,58.0,14339.0,34890.0,26.27,29.38,24.02,671.9,671.9,136.0,17.44,733.38,6.5,Reddish Brown Earth,Dry,5.359999999999999,4.904379562043795,2.433054393305439,1.0898796255015604
HAMBANTOTA,2000,Maha,4680.0,58.0,34912.0,34890.0,26.27,29.38,24.02,671.9,671.9,136.0,17.44,733.38,6.5,Reddish Brown Earth,Dry,5.359999999999999,4.904379562043795,0.9993412196030133,1.0898796255015604
HAMBANTOTA,2000,Maha,5883.0,58.0,14339.0,14212.0,26.27,29.38,24.02,671.9,671.9,136.0,17.44,733.38,6.5,Reddish Brown Earth,Dry,5.359999999999999,4.904379562043795,0.991073919107392,1.0898796255015604
HAMBANTOTA,2000,Maha,5883.0,58.0,34912.0,14212.0,26.27,29.38,24.02,671.9,671.9,136.0,17.44,733.38,6.5,Reddish Brown Earth,Dry,5.359999999999999,4.904379562043795,0.4070690000859279,1.0898796255015604
HAMBANTOTA,2000,Maha,5883.0,58.0,14339.0,34890.0,26.27,29.38,24.02,671.9,671.9,136.0,17.44,733.38,6.5,Reddish Brown Earth,Dry,5.359999999999999,4.904379562043795,2.433054393305439,1.0898796255015604
